article_id;title;doi;year;authors;journal;keywords;study_country;latitude;longitude;study_continent;study_subregion;country_list;is_multi_country;continent_list;is_multi_continent;researcher_country;researcher_continent;researcher_subregion;topic_id;megatopic_id;research_flow;income_group;hdi;gender_inequality_index
477;Prevalence of Adverse Childhood Experiences (ACEs) and its association with current mental wellbeing among young adults in Pakistan;10.1016/j.chiabu.2025.107318;2025;Shafaq Mahmood;Child Abuse & Neglect, 163 (2025) 107318. doi:10.1016/j.chiabu.2025.107318;Adult survivors of child adverse events/psychology,Child abuse/psychology,Child abuse/statistics & numerical data,Mental health,Mental disorders/epidemiology,Pakistan,Young adult;PAK;-3.3564;36.6053765;Ásia;Ásia Meridional;['PAK'];0;['Ásia'];0;TZA;África;África Oriental;29;2;Cross-continental;Lower middle income;0.544;0.534
478;Impact of Peru's women's emergency centres on the reporting of physical, psychological and sexual intimate partner violence.;10.1136/jech-2024-222140;2024;American Medical Association;Journal of epidemiology and community health;The JAMA Network;PER;52.5310214;-1.2649062;América;América do Sul;['PER'];0;['América'];0;GBR;Europa;Europa Ocidental;31;5;Cross-continental;Upper middle income;0.762;0.36
479;Partner conflict during their index pregnancy and its correlates among a cohort of six weeks postpartum women in Ethiopia;10.1038/s41598-025-85421-4;2025;Damtew, Solomon Abrha and Atnafu, Niguse Tadele and Gidey, Mahari Yihdego and Sisay, Tesfamichael Awoke and Yohannes, Metages;SCIENTIFIC REPORTS;;ETH;6.8286567;37.747419;África;África Oriental;['ETH'];0;['África'];0;ETH;África;África Oriental;11;1;Domestic;Low income;0.498;0.491
480;Neurodevelopmental disorders and subsequent risk of violent victimization: exploring sex differences and mechanisms.;10.1017/s0033291721003093;2021;Laura Ghirardi;Psychological medicine;"Adolescent;Humans;Male;Female;Young Adult;Adult;*Autism Spectrum Disorder/epidemiology/complications;Sex Characteristics;*Attention Deficit Disorder with Hyperactivity/epidemiology/etiology;Aggression;*Crime Victims;*Intellectual Disability/complications;Sweden/epidemiology;Risk Factors";SWE;52.5310214;-1.2649062;Europa;Europa Setentrional;['SWE'];0;['Europa'];0;GBR;Europa;Europa Ocidental;23;2;Intra-continental;High income;0.947;0.023
481;Modes of HIV transmission among young women and their sexual partners in Ukraine;10.1371/journal.pone.0305072;2024;Oleksandr Zeziulin, Maryna Kornilova, Alexandra Deac, Olga Morozova, Olga Varetska, Iryna Pykalo, Kostyantyn Dumchev;PloS one;"Humans;Female;Ukraine/epidemiology;*Sexual Partners;*HIV Infections/transmission/epidemiology;Adolescent;Young Adult;Cross-Sectional Studies;Adult;Substance Abuse, Intravenous/epidemiology;Male;Sexual Behavior;Risk-Taking;Heterosexuality/statistics & numerical data;Hepatitis C/transmission/epidemiology";UKR;39.7837304;-100.445882;Europa;Europa Oriental;['UKR'];0;['Europa'];0;USA;América;América do Norte;8;5;Cross-continental;Lower middle income;0.773;0.2
482;SJP_2400033 1..11;;2025;Sayeras J and Rueff-Lopes R;The Spanish journal of psychology;"Humans;Spain/epidemiology;Female;Male;Adult;Young Adult;*Erotica/psychology;*Rape/psychology/statistics & numerical data;Middle Aged;Adolescent;Incidence;*Crime Victims/psychology/statistics & numerical data;Focus Groups";ESP;;;Europa;Europa Meridional;['ESP'];0;['Europa'];0;ESP;Europa;Europa Meridional;23;2;Domestic;High income;0.905;0.065
483;Midwives' experiences working with women and girls surviving violence in Yemen: a qualitativestudy;10.3389/fgwh.2025.1450053;2025;Marwah Al-Zumair;Al-Zumair M, Leegstra LM, Zaid H, Ferrer Pizarro R, Al-Zumair M, Bawahda L, Jahn A and Maxwell L (2025) Midwives' experiences working with women and girls surviving violence in Yemen: a qualitativestudy. Front. Glob. Women's Health. 6:1450053. doi: 10.3389/fgwh.2025.1450053;"midwives; violence against women; qualitative research; Yemen; child marriage; sexual and reproduction health; reporting violence";YEM;49.4186003;8.6692402;Ásia;Ásia Ocidental;['YEM'];0;['Ásia'];0;DEU;Europa;Europa Ocidental;7;5;Cross-continental;Low income;0.455;0.795
484;Obstetric violence during the SARS-CoV-2 pandemic in Spain: A descriptive study;10.1016/j.enfcle.2025.102151;2025;Desirée Mena-Tudela;Enfermería Clínica (English Edition), 35 (2025) 102151. doi:10.1016/j.enfcle.2025.102151;"Humans;Female;Spain/epidemiology;Cross-Sectional Studies;*COVID-19/epidemiology/prevention & control;Pregnancy;Adult;*Delivery, Obstetric/psychology;Young Adult;Surveys and Questionnaires;*Violence/statistics & numerical data;Pandemics";ESP;-32.209176;-58.1469642;Europa;Europa Meridional;['ESP'];0;['Europa'];0;ARG;América;América do Sul;5;5;Cross-continental;High income;0.905;0.065
485;Orphanhood vulnerabilities for violence and HIV by education, sex, and orphan type among 18–24-year-old youth: findings from the 2018 Lesotho violence against children and youth survey;10.1080/13548506.2023.2235280;2024;NaeHyung Lee, Shannon R. Self-Brown, Gretchen Bachman, Ashleigh L. Howard, Leah K. Gilbert, Jennifer Hegle, Elizabeth W. Perry, Janet Saul, India Behl, Greta M. Massetti;Psychology, health & medicine;Lesotho, youth, orphanhood, violence, HIV, education;LSO;52.5310214;-1.2649062;África;África Meridional;['LSO'];0;['África'];0;GBR;Europa;Europa Ocidental;8;5;Cross-continental;Lower middle income;0.514;0.557
486;Pandemic (Pandemic-related challenges accessing food and primary healthcare among sex workers during the COVID-19 pandemic: findings from a community-based cohort in Vancouver, Canada);10.1186/s12889-024-18959-z;2024;"Elizabeth Frost1  , Kate Shannon2,3, Melissa Braschel2 , Mary Kestler4 , Jennie Pearson2 , Chelsey Perry2 and Shira M. Goldenberg2,5*";;;CAN;32.7174202;-117.162772;América;América do Norte;['CAN'];0;['América'];0;USA;América;América do Norte;3;3;Intra-continental;High income;0.936;0.08
487;Maternal experiences of multiple forms of intimate partner violence and associations with undernutrition among children under 5: evidence from 36 low- and middle-income countries based on demographic and health surveys.;10.1136/bmjgh-2024-017114;2025;Gao Y and Zhao S and Zhou Y and Zhou J and Tang K;BMJ global health;"Humans;Female;*Developing Countries/statistics & numerical data;Child, Preschool;Adult;*Intimate Partner Violence/statistics & numerical data;Infant;*Mothers/statistics & numerical data/psychology;Health Surveys;Male;*Child Nutrition Disorders/epidemiology;Young Adult;*Malnutrition/epidemiology";;40.0022905;116.320963;;;['-'];0;[];0;CHN;Ásia;Ásia Oriental;29;2;Cross-continental;;;
488;Neighborhood Violent Crime Exposure is Associated with PrEP non-use Among Black Sexually Minoritized Men and Transgender Women: A GPS Study;;2024;John M. FLORES, Tyrone MOLINE, Seann D. REGAN, Yen-Tyng CHEN, Cho-Hee SHRADER, John A. SCHNEIDER, Dustin T. DUNCAN, Byoungjun KIM;AIDS (London, England);HIV Infections, Violence, Crime, Data Science, Spatial Regression;USA;52.5310214;-1.2649062;América;América do Norte;['USA'];0;['América'];0;GBR;Europa;Europa Ocidental;27;6;Cross-continental;High income;0.921;0.179
489;Magnitude of self-reported intimate partner violence against pregnant women in Ghana's northern region and its association with low birth weight.;10.1186/s12884-023-06229-6;2024;"Mary Rachael Kpordoxah1 , Abraham Awonboro Adiak2  , Abdul-Nasir Issah3 , Daudi Yeboah4 , Nashiru Abdulai1,5 and Michael Boah4*";;;GHA;34.0667126;-118.4436774;África;África Ocidental;['GHA'];0;['África'];0;USA;América;América do Norte;1;11;Cross-continental;Lower middle income;0.632;0.529
490;Investigating the relationship between socioeconomic status and domestic violence against women in Isfahan, Iran in 2021: A cross‐sectional study;10.1002/hsr2.1277;2023;Niloofar Dabaghi1 | Mostafa Amini‐Rarani2 | Mehdi Nosratabadi3;Health Science Reports 2023.6:e1277;"Iran; socioeconomic status; violence against women";IRN;;;Ásia;Ásia Ocidental;['IRN'];0;['Ásia'];0;IRN;Ásia;Ásia Ocidental;4;1;Domestic;Lower middle income;0.774;0.457
491;Is sexual autonomy a protective factor against intimate partner violence? Evidence from 27 sub-Saharan African countries;10.1371/journal.pone.0308108;2024;Getayeneh Antehunegn Tesema, Fred Yao Gbagbo, Sylvester R. Okeke, Edward Kwabena Ameyaw, Sanni Yaya;PLOS ONE;;"BFA; BDI; COD; CIV; CMR; ETH; GAB; GMB; KEN; COM; LBR; MDG; MLI; MRT; MWI; NAM; NGA; SLE; STP; TCD; TGO; UGA; ZMB";12.5891181;37.4421593;África;África Ocidental / África Oriental / África Central / África Setentrional / África Meridional;['BFA', 'BDI', 'COD', 'CIV', 'CMR', 'ETH', 'GAB', 'GMB', 'KEN', 'COM', 'LBR', 'MDG', 'MLI', 'MRT', 'MWI', 'NAM', 'NGA', 'SLE', 'STP', 'TCD', 'TGO', 'UGA', 'ZMB'];1;['África'];0;ETH;África;África Oriental;1;1;Multi-national;;;
492;Magnitude and determinants of intimate partner controlling behavior among women in sub-Saharan African countries from the recent demographic and health survey data: a multilevel analysis;10.1186/s12889-025-23004-8;2025;Andualem, Fantahun and Nakie, Girum and Rtbey, Gidey and Melkam, Mamaru and Tinsae, Techilo and Kibralew, Getasew and Mengistie, Berihun Agegn and Tadesse, Gebresilassie and Gedef, Getachew Muluye and Fentahun, Setegn;BMC PUBLIC HEALTH;;"BFA; CIV; GHA; KEN; LSO; MDG";12.5891181;37.4421593;África;África Ocidental / África Oriental / África Meridional;['BFA', 'CIV', 'GHA', 'KEN', 'LSO', 'MDG'];1;['África'];0;ETH;África;África Oriental;21;6;Multi-national;;;
493;Intimate Partner Violence Among Poor Disabled Women in Egypt;10.1177/08862605251326079;2025;"Amr Abdelwahed1,2 , Xindong Zhao1,  Daad Fouad2, Maha Abo Gendia2, and Ebrahim Amer1";J Interpers Violence 0.0:08862605251326079;;EGY;24.6004712;118.0816574;África;África Setentrional;['EGY'];0;['África'];0;CHN;Ásia;Ásia Oriental;10;3;Cross-continental;Lower middle income;0.731;0.449
494;Intimate Partner Violence in Georgia: An Ecological Systems Analyses;10.1007/s12147-025-09366-8;2025;Mestvirishvili, Maia and Mestvirishvili, Natia and Kvitsiani, Mariam and Tsomaia, Tinatin (Tiko);GENDER ISSUES;;GEO;41.7170674;44.7213757;Ásia;Ásia Ocidental;['GEO'];0;['Ásia'];0;GEO;Ásia;Ásia Ocidental;7;5;Domestic;Upper middle income;0.802;0.331
495;Help-seeking behaviors among survivors of intimate partner violence during pregnancy in 54 low- and middle-income countries: evidence from Demographic and Health Survey data.;10.1186/s12889-025-21421-3;2020;Stiller M and Wilson ML and Bärnighausen T and Adedimeji A and Lewis E and Abio A;BMC public health;"Humans;Female;*Intimate Partner Violence/statistics & numerical data/psychology;Pregnancy;Adult;*Survivors/psychology/statistics & numerical data;*Help-Seeking Behavior;*Developing Countries/statistics & numerical data;Young Adult;Health Surveys;Adolescent";ETH;34.0667126;-118.4436774;África;África Oriental;['ETH'];0;['África'];0;USA;América;América do Norte;11;1;Cross-continental;Low income;0.498;0.491
496;Locating perpetrators of violence against women in India: An analysis of married men’s characteristics associated with intimate partner violence;10.1371/journal.pone.0289596;2023;Rakesh Chandra, Sonal Srivastava, Aditya Singh, Saradiya Mukherjee, Jeetendra Kumar Patel;PLOS ONE;;NPL;19.054999;72.8692035;Ásia;Ásia Meridional;['NPL'];0;['Ásia'];0;IND;Ásia;Ásia Meridional;22;7;Intra-continental;Lower middle income;0.602;0.452
497;Intersecting Stigma and the HIV Care Cascade: Qualitative Insights from Sex Workers, Men who have Sex with Men, and Transgender Women Living with HIV in Jamaica.;10.1007/s10461-024-04460-6;2024;Logie CH and Kinitz DJ and Gittings L and Lalor P and MacKenzie F and Newman PA and Baral SD and Mbuagbaw L and Shuper P and Levermore K;AIDS and behavior;"Humans;*Social Stigma;Male;*HIV Infections/psychology/drug therapy;Jamaica/epidemiology;Female;*Qualitative Research;Adult;*Transgender Persons/psychology/statistics & numerical data;*Sex Workers/psychology;*Homosexuality, Male/psychology/statistics & numerical data;*Focus Groups;Middle Aged;Interviews as Topic;Sexual and Gender Minorities/psychology;Young Adult";JAM;43.6682384;-79.3977414;América;Caribe;['JAM'];0;['América'];0;CAN;América;América do Norte;8;5;Intra-continental;Upper middle income;0.709;0.386
498;Insights into Intimate Partner Violence: Exploring Predictive Factors in Ghana Multiple Indicator Cluster Surveys 2018;10.3390/soc15040100;2025;George Atta, Paul Newton and Tayyab Shah;Intimate partner violence (IPV) continues to be a serious public health issue, particularly in Ghana. It is crucial to create evidence-based, preventative measures to stop IVP. This study empirically investigated the factors related to married women’s perceptions of male IPV against women. The United Nations Sustainable Development Goals (SDGs) (Goal 5.2) advocate for the elimination of male violence against women by governments, hence this study contributes to monitoring the progress being made. This study employed cross-sectional secondary data from Ghana Multiple Indicator Cluster Surveys (MICS) conducted in 2018 with a sample of 14,237 women aged 15–49. Data were analyzed using descriptive statistics and bivariate and multivariate logistic regressions, and the results were presented as odds ratios (ORs) with a confidence interval (CI) of 95%. Women’s justification of male IPV against women was correlated with socio-demographic factors such as education level, marital status, age of the woman, area of residence (rural or urban), ethnic background, and economic disadvantage (wealth status). Higher educated women (OR 0.248 [95% CI 0.185–0.332, p < 0.001]) were less likely to justify male IPV against women than women with no/less formal education. Women who were in the richest quintile (OR 0.766 [95% CI 0.634–0.926, p = 0.006]) were less likely than those in the poorest/lowest quintile to rationalize/justify intimate partner violence. In terms of ethnicity of the household head, the Ga/Dangme (OR 0.86 [95% CI 0.714–1.036, p = 0.112]) had lower odds of justifying male IPV against women compared to the Akan. The government, through the Ministry of Gender and Child Protection and women’s advocacy groups, should devise strategies, programs, and policies to empower women through formal education and economically through job training and employment support for women and victims to help them achieve financial independence and reduce negative attitudes toward women and the prevalence of male IPV against women.;"justification; acceptance; intimate partner violence; multiple indicator cluster surveys; Ghana; wife beating; violent attitude; women’s empowerment";GHA;52.1391049;-106.6220531;África;África Ocidental;['GHA'];0;['África'];0;CAN;América;América do Norte;26;1;Cross-continental;Lower middle income;0.632;0.529
499;Intimate Partner Sexual Violence in Emerging Adulthood: Exploring Sexual Consent Attitudes as a Target for Sexual Coercion Prevention;10.1007/s10508-024-02890-w;2024;Anthony Depireux ;Archives of Sexual Behavior, https://doi.org/10.1007/s10508-024-02890-w;"Intimate partner sexual violence; Sexual consent; Sexual coercion; Emerging adulthood; Romantic attachment; Mental health";BEL;50.6368602;5.5624252;Europa;Europa Ocidental;['BEL'];0;['Europa'];0;BEL;Europa;Europa Ocidental;23;2;Domestic;High income;0.937;0.043
500;Impact of Peru’s women’s emergency centres on the reporting of physical, psychological and sexual intimate partner violence;10.1136/jech-2024-222140;2025;"Renzo Calderon-Anyosa ,1,2,3 Alissa Koski ,2,4 Cesar Carcamo ,3  Patricia J Garcia ,3 Arijit Nandi ,2,4 Jay Kaufman";;;PER;;;América;América do Sul;['PER'];0;['América'];0;CAN;América;América do Norte;28;6;Intra-continental;Upper middle income;0.762;0.36
501;Interpersonal violence against women and maternity care in Migori County, Kenya: evidence from a cross-sectional survey;10.3389/fgwh.2024.1345153;2024;Sophie K. Schellhammer;Schellhammer SK, Starnes JR, Mudhune S, Goore L, Marlar L, Oyugi S, Wamae J, Shumba CS, Rogers A, Mbeya J, Vill B, Otieno AS, Wamai RG and Were LPO (2024) Interpersonal violence against women and maternity care in Migori County, Kenya: evidence from a cross-sectional survey. Front. Glob. Womens Health. 5:1345153. doi: 10.3389/fgwh.2024.1345153;"interpersonal violence; gender-based violence; maternal health; perinatal care; Kenya";BRA;36.1438011;-86.8028189;América;América do Sul;['BRA'];0;['América'];0;USA;América;América do Norte;1;1;Intra-continental;Upper middle income;0.754;0.39
502;Inequities in Intimate Partner Homicide: Social Determinants of Health Mediate Racial/Ethnic Disparities;10.1016/j.amepre.2024.11.021;2025;Adam Rowh MD;American Journal of Preventive Medicine, 68 (2025) 555-562. doi:10.1016/j.amepre.2024.11.021;;USA;36.8938387;10.1872809;América;América do Norte;['USA'];0;['América'];0;TUN;África;África Setentrional;20;7;Cross-continental;High income;0.921;0.179
503;Intimate partner violence and its associated factors among reproductive-age women in East Africa:-A generalized mixed effect robust poisson regression model;10.1371/journal.pone.0288917;2023;Zemenu Tadesse Tessema, Worku Misganaw Gebrie, Getayeneh Antehunegn Tesema, Tesfa Sewunet Alemneh, Achamyeleh Birhanu Teshale, Yigizie Yeshaw, Adugnaw Zeleke Alem, Hiwotie Getaneh Ayalew, Alemneh Mekuriaw Liyew;PLOS ONE;;THA;12.5891181;37.4421593;Ásia;Sudeste Asiático;['THA'];0;['Ásia'];0;ETH;África;África Oriental;4;1;Cross-continental;Upper middle income;0.8;0.333
504;Important, but difficult': Swedish primary care professionals' perceptions and experiences of dealing with violence against women: an interview study.;10.1186/s12875-024-02489-z;2024;Öhman A and Vives-Cases C and Edin K;BMC primary care;"Humans;Sweden;Female;*Primary Health Care;*Qualitative Research;Male;*Attitude of Health Personnel;Adult;Health Personnel/psychology;Interviews as Topic;Middle Aged;Gender-Based Violence/prevention & control/psychology";SWE;63.8217763;20.3043163;Europa;Europa Setentrional;['SWE'];0;['Europa'];0;SWE;Europa;Europa Setentrional;7;5;Domestic;High income;0.947;0.023
505;Help-seeking behaviors and determinant factors among women exposed to intimate partner violence in East Africa based on recent demographic and health survey data: a multilevel analysis;10.3389/fpsyt.2024.1402704;2024;Melkam, Mamaru and Asnake, Angwach Abrham and Negussie, Yohannes Mekuria and Bezie, Meklit Melaku and Asmare, Zufan Alamrie and Asebe, Hiwot Altaye and Seifu, Beminate Lemma and Fente, Bezawit Melak;FRONTIERS IN PSYCHIATRY;multilevel analysis, help seeking, behavior, intimate partner, violence;"BDI; ETH; COM; MWI; UGA; ZMB";12.5891181;37.4421593;África;África Oriental / África Meridional;['BDI', 'ETH', 'COM', 'MWI', 'UGA', 'ZMB'];1;['África'];0;ETH;África;África Oriental;30;1;Multi-national;;;
506;"â&#x80;&#x9C;I established a life; I can re-establish it againâ&#x80;&#x9D;: Lived experiences of intimate partner violence in Mongolia";10.1016/j.actpsy.2023.104118;2024;Khongorzul Amarsanaa;Acta Psychologica, 242 (2024) 104118. doi:10.1016/j.actpsy.2023.104118;Intimate partner violence,Survival experiences,Recovery;MNG;;;Ásia;Ásia Oriental;['MNG'];0;['Ásia'];0;HUN;Europa;Europa Oriental;7;5;Cross-continental;Lower middle income;0.739;0.297
507;HIV and Syphilis Prevalence, Trends and Factors Affecting HIV Testing Among Female Sex Workers in Morocco.;10.1007/s10461-025-04679-x;2025;Johnston L and Phatak G and El Rhilani H and El Kettani A and Khoudri I and McLaughlin KR;AIDS and behavior;"Humans;Morocco/epidemiology;Female;*Sex Workers/statistics & numerical data/psychology;*HIV Infections/epidemiology/diagnosis;*Syphilis/epidemiology/diagnosis;Adult;Prevalence;Young Adult;*HIV Testing/statistics & numerical data;Adolescent;Condoms/statistics & numerical data;Risk Factors;Surveys and Questionnaires;Middle Aged;Sexual Behavior/statistics & numerical data;Mass Screening";MAR;39.7837304;-100.445882;África;África Setentrional;['MAR'];0;['África'];0;USA;América;América do Norte;8;5;Cross-continental;Lower middle income;0.683;0.428
508;“I Can Feel It in My Spine”: Indigenous Women's Embodied Experiences of Violence and Healing;10.1177/10778012241275692;2024;Celina M. Doria;Violence Against Women 2025.31:22-40;;USA;35.7367584;139.884703;América;América do Norte;['USA'];0;['América'];0;JPN;Ásia;Ásia Oriental;7;5;Cross-continental;High income;0.921;0.179
509;Homelessness, psychiatric disorders, and violence in Denmark: a population-based cohort study;10.1016/s2468-2667(24)00096-3;2024;Sandra Feodor Nilsson PhD;The Lancet Public Health, 9 (2024) e376-e385. doi:10.1016/S2468-2667(24)00096-3;"Humans;Denmark/epidemiology;*Ill-Housed Persons/statistics & numerical data;Male;Female;Adult;*Mental Disorders/epidemiology;*Violence/statistics & numerical data;Cohort Studies;Adolescent;Young Adult;Middle Aged;Registries;Risk Factors";DNK;55.6867243;12.5700724;Europa;Europa Setentrional;['DNK'];0;['Europa'];0;DNK;Europa;Europa Setentrional;31;5;Domestic;High income;0.948;0.013
510;Impact of Disaster on mental health of women: A case study on 2022 flash flood in Bangladesh;10.1016/j.ijdrr.2023.103935;2023;Md Mostafizur Rahman;International Journal of Disaster Risk Reduction, 96 (2023) 103935. doi:10.1016/j.ijdrr.2023.103935;Flash flood,Women's health,Depression,Anxiety,Stress,Sylhet flood,Bangladesh;BGD;14.3862491;121.0429218;Ásia;Ásia Meridional;['BGD'];0;['Ásia'];0;PHL;Ásia;Sudeste Asiático;31;5;Intra-continental;Lower middle income;0.661;0.53
511;“If you’re strung out and female, they will take advantage of you”: A qualitative study exploring drug use and substance use service experiences among women in Boston and San Francisco;10.2139/ssrn.4329924;2024;Miriam T.H. Harris, Jordana Laks, Emily Hurstak, Jennifer P. Jain, Audrey M. Lambert, Ariel D. Maschke, Sarah M. Bagley, John Farley, Phillip O. Coffin, Vanessa M. McMahan, Cynthia Barrett, Alexander Y. Walley, Christine M. Gunn;Journal of substance use and addiction treatment;Women, Drug use, Violence, Opioids, Addiction treatment, Gender;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;13;3;Domestic;High income;0.921;0.179
512;Help-seeking behaviors among survivors of intimate partner violence during pregnancy in 54 low- and middle-income countries: evidence from Demographic and Health Survey data;10.1186/s12889-025-21421-3;2025; Mariella Stiller ;BMC Public Health, https://doi.org/10.1186/s12889-025-21421-3;"Intimate partner violence;Help-seeking;Pregnancy;Low- and middle-income countries;Demographic and Health Surveys;Maternal health";"AFG; KHM; MDV; PAK; PNG; TJK; GTM; HND; AZE; EGY; BEN; BFA; GAB; GMB; KEN; MOZ; NGA; RWA; ZWE";49.4199801;8.6838996;Ásia / Oceania / América / África;Ásia Meridional / Sudeste Asiático / Melanésia / Ásia Central / América Central / Ásia Ocidental / África Setentrional / África Ocidental / África Central / África Oriental / África Meridional;['AFG', 'KHM', 'MDV', 'PAK', 'PNG', 'TJK', 'GTM', 'HND', 'AZE', 'EGY', 'BEN', 'BFA', 'GAB', 'GMB', 'KEN', 'MOZ', 'NGA', 'RWA', 'ZWE'];1;['América', 'Oceania', 'Ásia', 'África'];1;DEU;Europa;Europa Ocidental;11;1;Multi-national;;;
513;For Whom Is Sexual Abuse Related to Compulsive Sexual Behaviors? Timing of Abuse and Sociodemographic Characteristics as Potential Moderators Across 42 Countries;10.1007/s10508-025-03162-x;2025;Marie-Pier Vaillancourt-Morel ;Archives of Sexual Behavior, https://doi.org/10.1007/s10508-025-03162-x;"Sexual abuse; Compulsive sexual behavior; Childhood sexual abuse; Adolescent or adult sexual abuse; Compulsive sexual behavior disorder";"DEU; BGD; BRA; CHL; COL; HRV; SVK; ESP; IRQ; IRL; ISR; JPN; MEX; MKD; NZL; CZE; CHE; TWN";40.7289708;-73.9944716;Europa / Ásia / América / Oceania;Europa Ocidental / Ásia Meridional / América do Sul / Europa Oriental / Europa Meridional / Ásia Ocidental / Ásia Oriental / América Central / Austrália e Nova Zelândia;['DEU', 'BGD', 'BRA', 'CHL', 'COL', 'HRV', 'SVK', 'ESP', 'IRQ', 'IRL', 'ISR', 'JPN', 'MEX', 'MKD', 'NZL', 'CZE', 'CHE', 'TWN'];1;['América', 'Oceania', 'Ásia', 'Europa'];1;USA;América;América do Norte;12;3;Multi-national;;;
514;Gender-based violence and associated factors in communities in Uganda: data from the social innovation in health initiative;10.1136/bmjinnov-2024-001285;2025;Awor, Phyllis and Ahumuza, Emmanuel and Namuggala, Victoria Flavia and Nalwadda, Christine;BMJ INNOVATIONS;;UGA;0.335151;32.5682342;África;África Oriental;['UGA'];0;['África'];0;UGA;África;África Oriental;10;3;Domestic;Low income;0.525;0.523
515;Factors Associated with Usage of Oral-PrEP among Female Sex Workers in Nairobi, Kenya, Assessed by Self-Report and a Point-of-Care Urine Tenofovir Immunoassay.;10.1007/s10461-024-04455-3;2024;"Pooja Shah1 · Matthew Spinelli2 · Erastus Irungu3  · Rhoda Kabuti3 · Pauline Ngurukiri3 · Hellen Babu3 · Mary Kungu3 · The Maisha Fiti Study Champions1 · Chrispo Nyabuto3 · Anne Mahero3 · Karen Devries1 · Nambusi Kyegombe1,4 · Graham F. Medley1 · Mitzy Gafos1 · Janet Seeley1,7 · Helen A. Weiss5 · Rupert Kaul6 · Monica Gandhi2 · Tara S. Beattie1 · Joshua Kimani3";;;KEN;;;África;África Oriental;['KEN'];0;['África'];0;USA;América;América do Norte;3;3;Cross-continental;Lower middle income;0.575;0.506
516;Gender Differences in Intimate Partner Violence Victimization and Its Relationships With Anxiety, Depression Symptoms and Suicide Behaviours in China.;10.3389/ijph.2025.1607953;2025;Lu L and Ye L and Zhang T and Li R and Chen C and Cao Z and Ma BC and Dang ZC and Yu B and Andreassen OA and Shen Q and Zhou Z and Lai S and Liu S;International journal of public health;"Humans;Male;Female;China/epidemiology;Cross-Sectional Studies;Adult;*Crime Victims/psychology/statistics & numerical data;*Intimate Partner Violence/psychology/statistics & numerical data;*Depression/epidemiology;*Anxiety/epidemiology;*Suicidal Ideation;Sex Factors;Middle Aged;Young Adult;Prevalence;*Suicide, Attempted/statistics & numerical data/psychology;Adolescent";CHN;46.7985624;8.2319736;Ásia;Ásia Oriental;['CHN'];0;['Ásia'];0;CHE;Europa;Europa Ocidental;31;5;Cross-continental;Upper middle income;0.768;0.192
517;Female genital mutilation and safer sex negotiation among women in sexual unions in sub-Saharan Africa: Analysis of demographic and health survey data;10.1371/journal.pone.0299034;2024;Richard Gyan Aboagye, Bright Opoku Ahinkorah, Abdul-Aziz Seidu, James Boadu Frimpong, Collins Adu, John Elvis Hagan Jr., Salma A. E. Ahmed, Sanni Yaya;;;"BFA; ETH; GMB; KEN; LBR; MLI; NGA; SLE; TGO";;;África;África Ocidental / África Oriental;['BFA', 'ETH', 'GMB', 'KEN', 'LBR', 'MLI', 'NGA', 'SLE', 'TGO'];1;['África'];0;AUS;Oceania;Austrália e Nova Zelândia;27;6;Multi-national;;;
518;Gender policy and intimate partner violence in Colombia;10.1371/journal.pone.0290313;2023;Dick Durevall;PLOS ONE;;COL;57.6985465;11.9712422;América;América do Sul;['COL'];0;['América'];0;SWE;Europa;Europa Setentrional;31;5;Cross-continental;Upper middle income;0.752;0.424
519;Factors Associated With Domestic Violence Against Women at Different Stages of Life: Findings From a 19-Year Longitudinal Dataset From the MINIMat Trial in Rural Bangladesh (2001–2020);10.1177/08862605231188062;2023;Ziaei, Shirin and Antu, Jannatul Ferdous and Mamun, Mahfuz Al and Parvin, Kausar and Naved, Ruchira Tabassum;J Interpers Violence 2023.38:11768-11789;;BGD;59.3251172;18.0710935;Ásia;Ásia Meridional;['BGD'];0;['Ásia'];0;SWE;Europa;Europa Setentrional;4;1;Cross-continental;Lower middle income;0.661;0.53
520;Domestic violence and its determinants among reproductive-age women in Sub-saharan Africa: a multilevel analysis of 2019-2024 demographic and health survey data;10.1186/s12889-025-23544-z;2025;Nakie, Girum and Tadesse, Gebresilassie and Fentahun, Setegn and Rtbey, Gidey and Andualem, Fantahun and Kibralew, Getasew and Kelebie, Mulualem and Melkam, Mamaru and Tinsae, Techilo and Kassa, Mulat Awoke and Alemayehu, Tekletsadik Tekleslassie and Yigezu, Muluken and Tsegaw, Tigist Kifle and Segon, Tesfaye and Wassie, Yilkal Abebaw;BMC PUBLIC HEALTH;;AFG;12.5891181;37.4421593;Ásia;Ásia Meridional;['AFG'];0;['Ásia'];0;ETH;África;África Oriental;21;6;Cross-continental;Low income;0.478;0.678
521;Domestic abuse in later life: A secondary analysis of the Crime Survey for England and Wales;10.1177/14773708251335388;2025;Bows, Hannah and Pullerits, Merili and Brennan, Iain;European Journal of Criminology 0.0:14773708251335388;;GBR;54.9027916;-1.392096;Europa;Europa Ocidental;['GBR'];0;['Europa'];0;GBR;Europa;Europa Ocidental;12;3;Domestic;High income;0.929;0.098
