article_id,title,doi,year,authors,journal,keywords,study_country,study_continent,study_subregion,is_multi_country,is_multi_continent,researcher_country,researcher_continent,researcher_subregion,latitude,longitude,research_flow,topic_id,megatopic_id,income_group,hdi,gender_inequality_index,population_total,gdp_per_capita,gini_index,women_parliament,female_labor_force,female_homicide_rate,maternal_mortality,gini_index_source,gini_index_obs_year,women_parliament_source,women_parliament_obs_year,female_labor_force_source,female_labor_force_obs_year,female_homicide_rate_source,female_homicide_rate_obs_year
142,The Effect of Systemic Racism and Homophobia on Police Enforcement and Sexual and Emotional Violence among Sex Workers in East London: Findings from a Cohort Study,10.1007/s11524-022-00673-z,2022,Lucy Platt,Journal of Urban Health,Sex work;Ethnicity;Sexuality;Emotional and sexual violence;Policing,GBR,Europe,Western Europe,0,0,GBR,Europe,Western Europe,51.534081,-0.4879761,Domestic,3,3,High income,0.929,0.098,67604000,47057.04323,32.4,34.56790123,57.703,0.6953611064,15,NA,NA,WDI,2022,WDI,2022,WDI,2021
143,Threats and physical violence in female-dominated workplaces in times of an economic crisis,10.1108/ijwhm-01-2019-0009,2020,"Sigursteinsdottir, H and Rafnsdottir, GL and Einarsdottir, T",INTERNATIONAL JOURNAL OF WORKPLACE HEALTH MANAGEMENT,Downsizing;Gender;Mixed methods;Perpetrators;Threats and violence at work;WORK-RELATED VIOLENCE;CARE;Workplace;Violence,ISL,Europe,Northern Europe,0,0,USA,Americas,North America,33.8397904,-116.5053479,Cross-continental,6,6,High income,0.959,0.043,366626,60127.9393575616,25.3,38.1,69.309,2.182060192,12,SWIID,2019,IPU,2020,ILOSTAT,2020,OWID,2020
144,The use of ‘empowerment’ among organisations supporting victims of domestic violence in Sweden,10.1080/13691457.2013.847403,2014,Sara Helmersson,"European Journal of Social Work, 2015",violence against women; women's shelters; empowerment; help to self-help; policy translation; victim support,SWE,Europe,Northern Europe,0,0,USA,Americas,North America,45.5759665,-122.7293768,Cross-continental,18,3,High income,0.947,0.023,9696438,59583.4584491714,28,44.99,60.279,0.5156532739,5,SWIID,2014,IPU,2014,ILOSTAT,2014,OWID,2014
145,The equality paradox: sexual harassment and gender inequality in a UK university,10.1080/09589236.2021.2007471,2022,"McCarry, M and Jones, C",JOURNAL OF GENDER STUDIES,Equality; gender inequality; sexual harassment; culture; university staff,GBR,Europe,Western Europe,0,0,GBR,Europe,Western Europe,55.8725117,-4.2926354,Domestic,19,6,High income,0.929,0.098,67604000,47057.04323,32.4,34.56790123,57.703,0.6953611064,15,NA,NA,WDI,2022,WDI,2022,WDI,2021
146,Victimization of Applicants for International Protection Residing in Belgium: Sexual Violence and Help-Seeking Behavior,10.3390/ijerph191912889,2022,"Lotte De Schrijver, Anne Nobels, Jonathan Harb, Laurent Nisen, Kristien Roelens, Tom Vander Beken, Christophe Vandeviver and Ines Keygnaert",International Journal of Environmental Research and Public Health,sexual and gender-based violence; migrants; refugees; asylum seekers; Europe; prevalence; Belgium,BEL,Europe,Western Europe,0,0,BEL,Europe,Western Europe,51.0078485,3.7108831,Domestic,23,2,High income,0.937,0.043,11680210,50605.74967,26.4,42.66666667,50.029,0.1875430497,11,NA,NA,WDI,2022,WDI,2022,WDI,2021
147,Womens experiences of important others in a pregnancy dominated by intimate partner violence,10.1111/j.1471-6712.2012.01073.x,2012,"Engnes, K and Liden, E and Lundgren, I",SCANDINAVIAN JOURNAL OF CARING SCIENCES,Qualitative approach;phenomenology;intimate partner violence;pregnancy;care;support;change;midwife;DOMESTIC VIOLENCE;POSTTRAUMATIC-STRESS;HEALTH;ABUSE;CARE;PREVALENCE;POSTPARTUM;PREDICTORS;IMPACT;BIRTH;Pregnancy;Violence,NOR,Europe,Northern Europe,0,0,NOR,Europe,Northern Europe,59.1954857,10.2662616,Domestic,11,1,High income,0.961,0.016,5018453,102175.919298374,24.8,39.65,63.542,0.3586762694,3,SWIID,2012,IPU,2012,ILOSTAT,2012,OWID,2012
148,"Violence, mental health and violence risk factors among women in the general population: an0020epidemiology study based on two national household surveys in the UK",10.1186/1471-2458-13-1020,2013,"Oswald, DL and Kaugars, AS and Tait, M",VIOLENCE AGAINST WOMEN,COVID-19 pandemic;intimate partner violence;domestic violence;women's mental health;DOMESTIC VIOLENCE;SEXUAL VIOLENCE;PUBLIC-HEALTH;STRESS;IMPACT;VICTIMIZATION;CONSEQUENCES;EMPLOYMENT;CHILDREN;GENDER;Risk Factors,GBR,Europe,Western Europe,0,0,USA,Americas,North America,43.0374344,-87.9294774,Cross-continental,31,5,High income,0.929,0.098,64139000,43606.98379,32.7,22.46153846,56.256,1.031513153,9,NA,NA,WDI,2013,WDI,2013,WDI,2013
149,"Violence, communication, and satisfaction among middle-aged adults and older people from Romania",10.1057/s41599-020-00594-9,2020,Cornelia Rada,Humanities and Social Sciences Communications,INTIMATE PARTNER VIOLENCE;MARITAL SATISFACTION;DOMESTIC VIOLENCE;GENDER;COUPLES;PREVALENCE;CONFLICT;ABUSE;LIFE;Middle Aged;Violence,ROU,Europe,Eastern Europe,0,0,ROU,Europe,Eastern Europe,44.4361414,26.1027202,Domestic,12,3,High income,0.821,0.282,19392467,13009.1770573223,30.8,21.88,42.742,0.9900751668,16,SWIID,2020,IPU,2020,ILOSTAT,2020,OWID,2020
150,"Violence, HIV Risks, and Polysubstance Use Among HIV-Positive People Who Inject Drugs in Ukraine",10.1007/s10461-020-03142-3,2020,Jungeun Olivia Lee,AIDS and Behavior,"Intimate partner violence,Police violence,Polysubstance use,HIV risk",UKR,Europe,Eastern Europe,0,0,UKR,Europe,Eastern Europe,49.4871968,31.2718321,Domestic,13,3,Lower middle income,0.773,0.2,44680008,3709.76928710938,27.1,20.8,48.1,2.063562746,18,SWIID,2020,IPU,2020,ILOSTAT,2020,OWID,2017
151,Analysis of the geographic pattern of the police reports for domestic violence in Girona (Spain),10.1186/s12889-022-12916-4,2022,Laura Serra,BMC Public Health,Domestic violence;Police reports;Hurdle model;Spatial–temporal model,ESP,Europe,Southern Europe,0,0,ESP,Europe,Southern Europe,41.4288133,2.193041,Domestic,28,6,High income,0.905,0.065,47828386,30319.49872,33.6,42.98,52.281,0.4970680686,4,NA,NA,IPU,2022,WDI,2022,WDI,2022
152,Intimate Partner Violence against Women during the COVID-19 Lockdown in Spain,10.3390/ijerph18094698,2021,"Carmen Vives-Cases, Daniel La Parra-Casado, Jesús F. Estévez, Jordi Torrubiano-Domínguez and Belén Sanz-Barbero",International Journal of Environmental Research and Public Health,intimate partner violence; SARS-CoV-2; formal help-seeking; Spain; femicide,ESP,Europe,Southern Europe,0,0,ESP,Europe,Southern Europe,38.3634643,-0.4860334,Domestic,28,6,High income,0.905,0.065,47735670,30799.47759,33.9,44,52.177,0.3992966205,4,NA,NA,IPU,2021,WDI,2021,WDI,2021
153,"Not without my mobile phone: alcohol binge drinking, gender violence and technology in the Spanish culture of intoxication",10.1080/09687637.2019.1585759,2019,"Romo-Aviles, N and Garcia-Carpintero, MA and Pavon-Benitez, L",DRUGS-EDUCATION PREVENTION AND POLICY,Intoxication culture;alcohol;gender violence;young people;tecnology;night-time economy;YOUNG-ADULTS;DATING VIOLENCE;SOCIAL NETWORKING;SUBSTANCE USE;SEXUAL RISK;WOMEN;ADOLESCENTS;CONSUMPTION;PREVALENCE;STUDENTS;Alcoholics;Violence;Drinking,ESP,Europe,Southern Europe,0,0,USA,Americas,North America,32.8420226,-96.7937701,Cross-continental,13,3,High income,0.905,0.065,47435121,29786.52457,34.3,41.14,52.039,0.5220520482,3,NA,NA,IPU,2019,WDI,2019,WDI,2019
154,Bulletin of the World Health Organization,10.2471/blt.00.0000,2021,World Health Organization,BULLETIN OF THE WORLD HEALTH ORGANIZATION,INTIMATE PARTNER VIOLENCE;TRAUMA;ABUSE;RECESSION;Prevalence;Risk Factors;Germany,DEU,Europe,Western Europe,0,0,DEU,Europe,Western Europe,51.4582235,7.0158171,Domestic,26,1,High income,0.942,0.073,83196078,52349.246,32.4,34.91847826,55.018,0.7952290223,4,NA,NA,WDI,2021,WDI,2021,WDI,2021
155,Sharp Force Homicide in Denmark 1992–2016,10.1111/1556-4029.14244,2020,"Thomsen AH, Hougen HP, Villesen P, Brink O, Leth PM.",Journal of Forensic Sciences 2020.65:833-839,Denmark,DNK,Europe,Northern Europe,0,0,SGP,Asia,South-Eastern Asia,1.2818884,103.836937,Cross-continental,20,7,High income,0.948,0.013,5831404,60985.48856,28,39.66480447,57.886,0.5118243364,4,SWIID,2020,WDI,2020,WDI,2020,WDI,2020
156,Differences in stressful life events between men and women experiencing homelessness,10.1002/jcop.22465,2021,Sara Rodriguez‐Moreno1 | José J. Vázquez2 |  Pablo Roca1 | Sonia Panadero1,Journal Community Psychology 2021.49:375-389,gender; homelessness; people experiencing homelessness; stressful life events; women experiencing homelessness,ESP,Europe,Southern Europe,0,0,DNK,Europe,Northern Europe,NA,NA,Intra-continental,31,5,High income,0.905,0.065,47735670,30799.47759,33.9,44,52.177,0.3992966205,4,NA,NA,IPU,2021,WDI,2021,WDI,2021
157,Unreported workplace violence in nursing,10.1111/inr.12106,2014,"Kvas A, Seljak J.",International Nursing Review 2014.61:344-351,Workplace;Violence,SVN,Europe,Eastern Europe,0,0,SVN,Europe,Eastern Europe,NA,NA,Domestic,6,6,High income,0.918,0.056,2058395,24013.0682060959,25.1,33.33,52.531,0.5829784857,6,SWIID,2014,IPU,2014,ILOSTAT,2014,OWID,2014
158,Patterns of intimate partner violence against women in Europe: prevalence and associated risk factors,10.1136/jech-2020-214987,2021,"Podana, Z",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,violence;gender;public health;multilevel modelling;DEPRESSIVE SYMPTOMS;COERCIVE CONTROL;COUPLE VIOLENCE;TERRORISM;DISORDER;MARKERS;IMPACT;Risk Factors;Prevalence;Europe,NPL,Asia,Southern Asia,0,0,CZE,Europe,Eastern Europe,50.0888947,14.4162757,Cross-continental,30,1,Lower middle income,0.602,0.452,29475016,1252.75076731986,35,32.73,27.256,NA,173,SWIID,2021,IPU,2021,ILOSTAT,2021,NA,NA
159,A COMPARATIVE ANALYSIS OF PREVALENCE AND CONSISTENT CORRELATES OF INTIMATE PARTNER VIOLENCE AGAINST WOMEN IN THREE WEST AFRICAN COUNTRIES,10.17323/727-0634-2021-19-3-495-508,2021,"Ola, BE",JOURNAL OF SOCIAL POLICY STUDIES,Intimate Partner Violence Against Women;Consistent Correlates;LAMIC;West Africa;DOMESTIC VIOLENCE;MEN;CONSEQUENCES;HEALTH;GENDER;RISK;Prevalence;Violence,GMB; NGA; SLE,Africa,Western Africa,1,0,RUS,Europe,Eastern Europe,55.625578,37.6063916,Multi-national,21,6,Low income; Lower middle income; Low income,0.5; 0.535; 0.477,0.611; 0.68; 0.644,2576010.0; NA; NA,781.890925169531; NA; NA,38.8; 38.5; 39.1,8.62068965517241; 3.61; 12.33,44.967; 75.893; 51.472,NA,420.0; NA; NA,NA; SWIID; SWIID,NA; 2021; 2018,WDI; IPU; IPU,2021; 2021; 2021,WDI; ILOSTAT; ILOSTAT,2021; 2021; 2021,NA,NA
160,A qualitative analysis of decision-making among women with sexual violence-related pregnancies in conflict-affected eastern Democratic Republic of the Congo,10.1186/s12884-018-1942-7,2018,Jennifer Scott,"BMC Pregnancy and Childbirth, 2018","Sexual violence,Pregnancy,Decision-making,Democratic Republic of the Congo,Conflict,Reproductive health services",COD,Africa,Middle Africa,0,0,COD,Africa,Middle Africa,2.4898245,23.302236,Domestic,11,1,Low income,0.479,0.655,90047644,518.1696269,42.1,8.943089431,61.275,NA,508,NA,NA,WDI,2018,WDI,2018,NA,NA
161,"Armed Conflict, Intimate Partner Violence, and Mental Distress of Women in Northeastern Uganda: A Mixed Methods Study",10.1177/0361684319864366,2019,"Jennifer J. Mootz, Florence Muhanguzi, Brenna Greenfield, Meghan Gill, Miigis B. Gonzalez, Pavel Panko, Patrick Onyango Mangen, Milton L. Wainberg, and Kaveh Khoshnood",Psychology of Women Quarterly 0.0:0361684319864366,"war,domestic violence,common mental disorders,depression,mixed methods,transnational",UGA,Africa,Eastern Africa,0,0,USA,Americas,North America,40.8077559,-73.9616141,Cross-continental,24,4,Low income,0.525,0.523,42999636,822.171150036357,43.9,34.86,73.85,3.879102604,219,SWIID,2019,IPU,2019,ILOSTAT,2019,OWID,2017
162,"Associations Between Women’s Economic and Social Empowerment and Intimate Partner Violence: Findings From a Microfinance Plus Program in Rural North West Province, South Africa",10.1177/0886260519836952,2019,"Meghna Ranganathan, Louise Knight, Tanya Abramsky, Lufuno Muvhango, Tara Polzer Ngwato, Mpho Mbobelatsi, Giulia Ferrari, Charlotte Watts, and Heidi Stöckl",J Interpers Violence 0.0:0886260519836952,"women’s economic and social empowerment,economic situation,microfinance plus,intimate partner violence (IPV),South Africa",ZAF,Africa,Southern Africa,0,0,GBR,Europe,Western Europe,51.5255901,-0.1262141,Cross-continental,18,3,Upper middle income,0.713,0.405,59587880,6533.71121032856,61.7,42.75,48.579,9.045463608,119,SWIID,2019,IPU,2019,ILOSTAT,2019,OWID,2019
163,Associations between bride price stress and intimate partner violence amongst pregnant women in Timor-Leste,10.1186/s12992-017-0291-z,2017,Susan Rees,"Globalization and Health, 2017","Stress,Bride price,Poverty,Intimate partner violence",TLS,Asia,South-Eastern Asia,0,0,AUS,Oceania,Australia and New Zealand,-32.8870387,151.7098651,Cross-continental,21,6,Lower middle income,0.607,0.355,1251711,1266.17771143471,32.6,38.46,61.479,NA,269,SWIID,2014,IPU,2017,ILOSTAT,2017,NA,NA
164,"Controlling Behavior and Lifetime Physical, Sexual, and Emotional Violence in sub-Saharan Africa",10.1177/0886260519835878,2019,"Heather F. McClintock, PhD, MSPH, MSW, Marsha L. Trego, MPH, and Evangeline M. Wang, BSc",J Interpers Violence 0.0:0886260519835878,"cultural contexts,domestic violence,intergenerational transmission of trauma,sexual assault,intimate partner violence",COD; CIV; CMR; NAM; SLE; TGO; ZMB,Africa,Middle Africa / Western Africa / Southern Africa,1,0,CMR,Africa,Middle Africa,4.6125522,13.1535811,Multi-national,1,1,Low income; Lower middle income; Lower middle income; Upper middle income; Low income; Low income; Low income,0.479; 0.55; 0.576; 0.615; 0.477; 0.539; 0.565,0.655; 0.601; 0.56; 0.44; 0.644; 0.551; 0.526,92947442.0; NA; NA; 2650494.0; NA; 8463068.0; NA,504.00419142286; NA; NA; 4731.9210318831; NA; 826.255209019798; NA,42.1; 49.7; 45.0; 59.1; 39.1; 42.5; 55.1,10.0; 10.98; 31.11; 42.7083333333333; 12.33; 16.4835164835165; 17.96,61.038; 56.176; 60.035; 55.322; 51.584; 55.867; 52.172,NA; NA; 1.66916862924815; 7.57929190281435; NA; NA; NA,493.0; NA; 336.0; 175.0; NA; 416.0; NA,NA; SWIID; SWIID; NA; SWIID; NA; SWIID,NA; 2019; 2019; NA; 2018; NA; 2019,WDI; IPU; IPU; WDI; IPU; WDI; IPU,2019; 2019; 2019; 2019; 2019; 2019; 2019,WDI; ILOSTAT; ILOSTAT; WDI; ILOSTAT; WDI; ILOSTAT,2019; 2019; 2019; 2019; 2019; 2019; 2019,NA; NA; WDI; WDI; NA; NA; NA,NA; NA; 2017; 2019; NA; NA; NA
165,"Associations Among Age of First Experience of Violence, Type of Victimization, Polyvictimization, and Mental Distress in Nigerian Females",10.1177/10778012211038973,2022,"NaeHyung Lee, Greta Massetti, Ashley Watson, Shannon Self-Brown",Violence Against Women 2022.28:2992-3012,mental health;Nigeria;females;violence;polyvictimization;ADVERSE CHILDHOOD EXPERIENCES;INTIMATE PARTNER VIOLENCE;POLY-VICTIMIZATION;DOMESTIC VIOLENCE;ADOLESCENT GIRLS;PHYSICAL HEALTH;RISK BEHAVIORS;MALTREATMENT;IMPACT;PREVALENCE;Violence,NGA,Africa,Western Africa,0,0,USA,Americas,North America,33.7535889,-84.3854209,Cross-continental,31,5,Lower middle income,0.535,0.68,223150906,2899.16047470324,38.4,3.61,76.927,6.454190656,1016,SWIID,2022,IPU,2022,ILOSTAT,2022,OWID,2023
166,Cycle of violence among young Kenyan women_ The link between childhood violence and adult physical intimate partner violence in a population-based survey,10.1016/j.chiabu.2018.07.010,2018,Laura Chiang,"Child Abuse & Neglect, 84 (2018) 45-52",Violence against children; Intimate partner violence; Revictimization; Sexual violence; Kenya; ,KEN,Africa,Eastern Africa,0,0,KEN,Africa,Eastern Africa,1.4419683,38.4313975,Domestic,29,2,Lower middle income,0.575,0.506,50207109,1836.45275528993,42.3,21.78,65.814,1.740789337,183,SWIID,2018,IPU,2018,ILOSTAT,2018,OWID,2018
167,Association Between Girl-child Marriage and Intimate Partner Violence in Sub-Saharan Africa: Insights From a Multicountry Analysis of Demographic and Health Surveys,10.1177/08862605211005139,2021,"Bright Opoku Ahinkorah, Olayinka Modupe Onayemi, Abdul-Aziz Seidu, Oluwafemi Emmanuel Awopegba, and Anthony Idowu Ajayi",J Interpers Violence 0.0:08862605211005139,"child marriage,intimate partner violence,domestic violence,sub-Saharan Africa",MWI; MOZ; ZAF; ZMB; ZWE; BDI; ETH; RWA; TZA; UGA; BEN; MLI; NGA; AGO; CMR; TCD  ,Africa,Southern Africa / Eastern Africa / Western Africa / Middle Africa,1,0,BGD,Asia,Southern Asia,24.4769288,90.2934413,Multi-national,21,6,Low income; Low income; Upper middle income; Low income; Lower middle income; Low income; Low income; Low income; Lower middle income; Low income; Lower middle income; Low income; Lower middle income; Lower middle income; Lower middle income; Low income,0.512; 0.446; 0.713; 0.565; 0.593; 0.433; 0.498; 0.534; 0.549; 0.525; 0.525; 0.428; 0.535; 0.586; 0.576; 0.394,0.549; 0.516; 0.405; 0.526; 0.503; 0.505; 0.491; 0.388; 0.537; 0.523; 0.612; 0.613; 0.68; 0.537; 0.56; 0.652,NA; NA; NA; NA; NA; 12965481.0; 122138588.0; NA; NA; NA; 13413417.0; NA; NA; 34532429.0; NA; 17828273.0,NA; NA; NA; NA; NA; 264.980379269655; 893.00983544905; NA; NA; NA; 1318.65158075198; NA; NA; 2303.90812662776; NA; 946.358500208374,44.0; 48.9; 61.4; 55.0; 47.7; 37.5; 31.1; 47.4; 45.5; 43.9; 34.4; 36.6; 38.5; 51.3; 45.0; 37.5,22.92; 42.4; 45.84; 16.77; 31.85; 38.2113821138211; 42.5882352941177; 61.25; 36.72; 34.86; 8.43373493975904; 27.27; 3.61; 29.5454545454545; 33.89; 32.258064516129,58.786; 76.785; 45.413; 54.123; 60.12; 80.488; 57.555; 52.58; 80.425; 74.672; 74.754; 52.981; 75.893; 74.695; 57.093; 48.119,NA; NA; NA; NA; NA; 2.17162243854485; NA; NA; NA; NA; NA; NA; NA; NA; 2.2896666393707; NA,NA; NA; NA; NA; NA; 447.0; 250.0; NA; NA; NA; 584.0; NA; NA; 211.0; 342.0; 869.0,SWIID; SWIID; SWIID; SWIID; SWIID; NA; NA; SWIID; SWIID; SWIID; NA; SWIID; SWIID; NA; SWIID; NA,2019; 2021; 2021; 2021; 2019; NA; NA; 2021; 2018; 2019; NA; 2021; 2021; NA; 2021; NA,IPU; IPU; IPU; IPU; IPU; WDI; WDI; IPU; IPU; IPU; WDI; IPU; IPU; WDI; IPU; WDI,2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021,ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT; WDI; WDI; ILOSTAT; ILOSTAT; ILOSTAT; WDI; ILOSTAT; ILOSTAT; WDI; ILOSTAT; WDI,2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021; 2021,NA; NA; NA; NA; NA; WDI; NA; NA; NA; NA; NA; NA; NA; NA; WDI; NA,NA; NA; NA; NA; NA; 2016; NA; NA; NA; NA; NA; NA; NA; NA; 2020; NA
168,Oral Health Problems among Children with Neurodevelopmental Disorders in the United States,10.21106/ijma.342,2019,"Yusuf RA, Dongarwar D, Yusuf ZI, Salihu HM.",International Journal of Maternal and Child Health and AIDS (IJMA),Violence,BDI; ZAF,Africa,Eastern Africa / Southern Africa,1,0,BEN,Africa,Western Africa,9.5293472,2.2584408,Multi-national,32,5,Low income; Upper middle income,0.433; 0.713,0.505; 0.405,12255336.0; NA,234.31061590725; NA,38.6; 61.7,36.3636363636364; 42.75,80.888; 48.579,2.17162243854485; NA,449.0; NA,NA; SWIID,NA; 2019,WDI; IPU,2019; 2019,WDI; ILOSTAT,2019; 2019,WDI; NA,2016; NA
169,Barriers and facilitators to care-seeking among survivors of gender-based violence in the Dadaab refugee complex,10.1080/26410397.2020.1722404,2020,"Muuo S, Muthuri SK, Mutua MK, McAlpine A, Bacchus LJ, Ogego H, Bangha M, Hossain M, Izugbara C.",?,Survivors,KEN,Africa,Eastern Africa,0,0,KEN,Africa,Eastern Africa,-1.2839675,36.8216781,Domestic,25,4,Lower middle income,0.575,0.506,52217327,1927.66459027849,41.8,21.78,62.167,1.719735673,184,SWIID,2020,IPU,2020,ILOSTAT,2020,OWID,2020
170,Determinants of Sexual Violence Against Married Women: Qualitative Evidence From Ghana,10.1177/1079063220910728,2020,Gervin A. Apatinga and Eric Y Tenkorang,Sex Abuse 0.0:1079063220910728,"married women,sexual violence,violence,Ghana,Eastern Region,Africa",GHA,Africa,Western Africa,0,0,GHA,Africa,Western Africa,6.9168852,-2.5350966,Domestic,22,7,Lower middle income,0.632,0.529,31887809,2195.454817,43.5,13.09090909,57.957,0.473363575,253,NA,NA,WDI,2020,WDI,2020,WDI,2020
171,"Determinants of intimate partner violence during pregnancy among married women in Abay Chomen district, Western Ethiopia: a community based cross sectional study",10.1186/s12905-016-0294-6,2016,Bedilu Abebe Abate,"BMC Women's Health, 2016","Intimate partner violence,Pregnancy,Ethiopia",ETH,Africa,Eastern Africa,0,0,ETH,Africa,Eastern Africa,11.856591,38.008309,Domestic,11,1,Low income,0.498,0.491,106718162,641.6515233,35,38.75685558,68.148,NA,364,NA,NA,WDI,2016,WDI,2016,NA,NA
